key,motion,user,eye,session,K,anchor_index,anchor_ts_us,ts_lo,ts_hi,n_frames,n_events,q_good,q_frontal,q_illum,event_file,label_dir
saccade_user6_right_session_1_0_2_w076_a000710,saccade,user6,right,session_1_0_2,7,710,1657785244233893,1657785244113893,1657785244353893,7,10014,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w076_a000710.npz,../samples/label/saccade_user6_right_session_1_0_2_w076_a000710
saccade_user6_right_session_1_0_2_w086_a000810,saccade,user6,right,session_1_0_2,7,810,1657785248233896,1657785248113896,1657785248353896,7,4065,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w086_a000810.npz,../samples/label/saccade_user6_right_session_1_0_2_w086_a000810
saccade_user6_right_session_1_0_2_w096_a000910,saccade,user6,right,session_1_0_2,7,910,1657785252233899,1657785252113899,1657785252353899,7,7459,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w096_a000910.npz,../samples/label/saccade_user6_right_session_1_0_2_w096_a000910
saccade_user6_right_session_1_0_2_w106_a001010,saccade,user6,right,session_1_0_2,7,1010,1657785256233903,1657785256113902,1657785256353903,7,9866,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w106_a001010.npz,../samples/label/saccade_user6_right_session_1_0_2_w106_a001010
saccade_user6_right_session_1_0_2_w116_a001410,saccade,user6,right,session_1_0_2,7,1410,1657785272233915,1657785272113915,1657785272353915,7,9174,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w116_a001410.npz,../samples/label/saccade_user6_right_session_1_0_2_w116_a001410
saccade_user6_right_session_1_0_2_w125_a001510,saccade,user6,right,session_1_0_2,7,1510,1657785276233919,1657785276113918,1657785276353919,7,3841,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w125_a001510.npz,../samples/label/saccade_user6_right_session_1_0_2_w125_a001510
saccade_user6_right_session_1_0_2_w133_a002310,saccade,user6,right,session_1_0_2,7,2310,1657785308233944,1657785308113944,1657785308353944,7,10432,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w133_a002310.npz,../samples/label/saccade_user6_right_session_1_0_2_w133_a002310
saccade_user6_right_session_1_0_2_w140_a002410,saccade,user6,right,session_1_0_2,7,2410,1657785312233947,1657785312113947,1657785312353948,7,10404,True,True,True,../samples/event/saccade_user6_right_session_1_0_2_w140_a002410.npz,../samples/label/saccade_user6_right_session_1_0_2_w140_a002410
saccade_user7_right_session_1_0_2_w087_a000410,saccade,user7,right,session_1_0_2,7,410,1657786961395269,1657786961275269,1657786961515269,7,7153,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w087_a000410.npz,../samples/label/saccade_user7_right_session_1_0_2_w087_a000410
saccade_user7_right_session_1_0_2_w097_a000510,saccade,user7,right,session_1_0_2,7,510,1657786965395272,1657786965275272,1657786965515272,7,11144,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w097_a000510.npz,../samples/label/saccade_user7_right_session_1_0_2_w097_a000510
saccade_user7_right_session_1_0_2_w107_a000610,saccade,user7,right,session_1_0_2,7,610,1657786969395275,1657786969275275,1657786969515275,7,2044,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w107_a000610.npz,../samples/label/saccade_user7_right_session_1_0_2_w107_a000610
saccade_user7_right_session_1_0_2_w117_a000710,saccade,user7,right,session_1_0_2,7,710,1657786973395278,1657786973275278,1657786973515279,7,7912,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w117_a000710.npz,../samples/label/saccade_user7_right_session_1_0_2_w117_a000710
saccade_user7_right_session_1_0_2_w126_a000910,saccade,user7,right,session_1_0_2,7,910,1657786981395285,1657786981275285,1657786981515285,7,10044,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w126_a000910.npz,../samples/label/saccade_user7_right_session_1_0_2_w126_a000910
saccade_user7_right_session_1_0_2_w134_a001010,saccade,user7,right,session_1_0_2,7,1010,1657786985395288,1657786985275288,1657786985515288,7,5343,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w134_a001010.npz,../samples/label/saccade_user7_right_session_1_0_2_w134_a001010
saccade_user7_right_session_1_0_2_w141_a001210,saccade,user7,right,session_1_0_2,7,1210,1657786993395295,1657786993275294,1657786993515295,7,7591,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w141_a001210.npz,../samples/label/saccade_user7_right_session_1_0_2_w141_a001210
saccade_user7_right_session_1_0_2_w146_a001310,saccade,user7,right,session_1_0_2,7,1310,1657786997395298,1657786997275298,1657786997515298,7,5197,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w146_a001310.npz,../samples/label/saccade_user7_right_session_1_0_2_w146_a001310
saccade_user7_right_session_1_0_2_w151_a001410,saccade,user7,right,session_1_0_2,7,1410,1657787001395301,1657787001275301,1657787001515301,7,4476,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w151_a001410.npz,../samples/label/saccade_user7_right_session_1_0_2_w151_a001410
saccade_user7_right_session_1_0_2_w155_a002510,saccade,user7,right,session_1_0_2,7,2510,1657787045395336,1657787045275336,1657787045515336,7,15175,True,True,True,../samples/event/saccade_user7_right_session_1_0_2_w155_a002510.npz,../samples/label/saccade_user7_right_session_1_0_2_w155_a002510
saccade_user9_right_session_1_0_2_w109_a000510,saccade,user9,right,session_1_0_2,7,510,1659091086452821,1659091086332821,1659091086572821,7,6318,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w109_a000510.npz,../samples/label/saccade_user9_right_session_1_0_2_w109_a000510
saccade_user9_right_session_1_0_2_w119_a000810,saccade,user9,right,session_1_0_2,7,810,1659091098452831,1659091098332831,1659091098572831,7,1567,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w119_a000810.npz,../samples/label/saccade_user9_right_session_1_0_2_w119_a000810
saccade_user9_right_session_1_0_2_w128_a000910,saccade,user9,right,session_1_0_2,7,910,1659091102452834,1659091102332834,1659091102572834,7,11056,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w128_a000910.npz,../samples/label/saccade_user9_right_session_1_0_2_w128_a000910
saccade_user9_right_session_1_0_2_w136_a001010,saccade,user9,right,session_1_0_2,7,1010,1659091106452837,1659091106332837,1659091106572837,7,7827,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w136_a001010.npz,../samples/label/saccade_user9_right_session_1_0_2_w136_a001010
saccade_user9_right_session_1_0_2_w143_a001310,saccade,user9,right,session_1_0_2,7,1310,1659091118452847,1659091118332847,1659091118572847,7,1939,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w143_a001310.npz,../samples/label/saccade_user9_right_session_1_0_2_w143_a001310
saccade_user9_right_session_1_0_2_w148_a001510,saccade,user9,right,session_1_0_2,7,1510,1659091126452853,1659091126332853,1659091126572853,7,5140,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w148_a001510.npz,../samples/label/saccade_user9_right_session_1_0_2_w148_a001510
saccade_user9_right_session_1_0_2_w152_a002210,saccade,user9,right,session_1_0_2,7,2210,1659091154452876,1659091154332875,1659091154572876,7,12266,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w152_a002210.npz,../samples/label/saccade_user9_right_session_1_0_2_w152_a002210
saccade_user9_right_session_1_0_2_w156_a002610,saccade,user9,right,session_1_0_2,7,2610,1659091170452888,1659091170332888,1659091170572888,7,10152,True,True,True,../samples/event/saccade_user9_right_session_1_0_2_w156_a002610.npz,../samples/label/saccade_user9_right_session_1_0_2_w156_a002610
smooth_pursuit_user1_left_session_2_0_1_w000_a000010,smooth_pursuit,user1,left,session_2_0_1,11,10,1657711696018206,1657711695818206,1657711696218206,11,8064,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w000_a000010.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w000_a000010
smooth_pursuit_user1_left_session_2_0_1_w010_a000110,smooth_pursuit,user1,left,session_2_0_1,11,110,1657711700018210,1657711699818209,1657711700218210,11,7776,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w010_a000110.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w010_a000110
smooth_pursuit_user1_left_session_2_0_1_w020_a000210,smooth_pursuit,user1,left,session_2_0_1,11,210,1657711704018213,1657711703818213,1657711704218213,11,8246,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w020_a000210.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w020_a000210
smooth_pursuit_user1_left_session_2_0_1_w030_a000310,smooth_pursuit,user1,left,session_2_0_1,11,310,1657711708018216,1657711707818216,1657711708218216,11,57773,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w030_a000310.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w030_a000310
smooth_pursuit_user1_left_session_2_0_1_w040_a000410,smooth_pursuit,user1,left,session_2_0_1,11,410,1657711712018219,1657711711818219,1657711712218219,11,24080,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w040_a000410.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w040_a000410
smooth_pursuit_user1_left_session_2_0_1_w050_a000510,smooth_pursuit,user1,left,session_2_0_1,11,510,1657711716018222,1657711715818222,1657711716218223,11,7989,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w050_a000510.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w050_a000510
smooth_pursuit_user1_left_session_2_0_1_w060_a000610,smooth_pursuit,user1,left,session_2_0_1,11,610,1657711720018226,1657711719818225,1657711720218226,11,23427,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w060_a000610.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w060_a000610
smooth_pursuit_user1_left_session_2_0_1_w070_a000710,smooth_pursuit,user1,left,session_2_0_1,11,710,1657711724018229,1657711723818229,1657711724218229,11,34856,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w070_a000710.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w070_a000710
smooth_pursuit_user1_left_session_2_0_1_w080_a000810,smooth_pursuit,user1,left,session_2_0_1,11,810,1657711728018232,1657711727818232,1657711728218232,11,8345,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w080_a000810.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w080_a000810
smooth_pursuit_user1_left_session_2_0_1_w090_a000910,smooth_pursuit,user1,left,session_2_0_1,11,910,1657711732018235,1657711731818235,1657711732218235,11,8818,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w090_a000910.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w090_a000910
smooth_pursuit_user1_left_session_2_0_1_w100_a001010,smooth_pursuit,user1,left,session_2_0_1,11,1010,1657711736018238,1657711735818238,1657711736218239,11,38353,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w100_a001010.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w100_a001010
smooth_pursuit_user1_left_session_2_0_1_w110_a001110,smooth_pursuit,user1,left,session_2_0_1,11,1110,1657711740018242,1657711739818241,1657711740218242,11,7844,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w110_a001110.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w110_a001110
smooth_pursuit_user1_left_session_2_0_1_w120_a001210,smooth_pursuit,user1,left,session_2_0_1,11,1210,1657711744018245,1657711743818245,1657711744218245,11,8775,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w120_a001210.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w120_a001210
smooth_pursuit_user1_left_session_2_0_1_w130_a001410,smooth_pursuit,user1,left,session_2_0_1,11,1410,1657711752018251,1657711751818251,1657711752218251,11,8217,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w130_a001410.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w130_a001410
smooth_pursuit_user1_left_session_2_0_1_w140_a001510,smooth_pursuit,user1,left,session_2_0_1,11,1510,1657711756018254,1657711755818254,1657711756218255,11,10326,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w140_a001510.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w140_a001510
smooth_pursuit_user1_left_session_2_0_1_w150_a001610,smooth_pursuit,user1,left,session_2_0_1,11,1610,1657711760018258,1657711759818257,1657711760218258,11,43461,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w150_a001610.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w150_a001610
smooth_pursuit_user1_left_session_2_0_1_w160_a001710,smooth_pursuit,user1,left,session_2_0_1,11,1710,1657711764018261,1657711763818261,1657711764218261,11,8813,True,True,True,../samples/event/smooth_pursuit_user1_left_session_2_0_1_w160_a001710.npz,../samples/label/smooth_pursuit_user1_left_session_2_0_1_w160_a001710
smooth_pursuit_user10_left_session_2_0_1_w001_a000010,smooth_pursuit,user10,left,session_2_0_1,11,10,1657850968993191,1657850968793191,1657850969193191,11,12511,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w001_a000010.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w001_a000010
smooth_pursuit_user10_left_session_2_0_1_w011_a000110,smooth_pursuit,user10,left,session_2_0_1,11,110,1657850972993194,1657850972793194,1657850973193195,11,7977,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w011_a000110.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w011_a000110
smooth_pursuit_user10_left_session_2_0_1_w021_a000210,smooth_pursuit,user10,left,session_2_0_1,11,210,1657850976993198,1657850976793197,1657850977193198,11,8448,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w021_a000210.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w021_a000210
smooth_pursuit_user10_left_session_2_0_1_w031_a000410,smooth_pursuit,user10,left,session_2_0_1,11,410,1657850984993204,1657850984793204,1657850985193204,11,29307,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w031_a000410.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w031_a000410
smooth_pursuit_user10_left_session_2_0_1_w041_a000510,smooth_pursuit,user10,left,session_2_0_1,11,510,1657850988993207,1657850988793207,1657850989193207,11,24862,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w041_a000510.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w041_a000510
smooth_pursuit_user10_left_session_2_0_1_w051_a000610,smooth_pursuit,user10,left,session_2_0_1,11,610,1657850992993210,1657850992793210,1657850993193211,11,61399,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w051_a000610.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w051_a000610
smooth_pursuit_user10_left_session_2_0_1_w061_a000710,smooth_pursuit,user10,left,session_2_0_1,11,710,1657850996993214,1657850996793213,1657850997193214,11,38171,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w061_a000710.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w061_a000710
smooth_pursuit_user10_left_session_2_0_1_w071_a000810,smooth_pursuit,user10,left,session_2_0_1,11,810,1657851000993217,1657851000793217,1657851001193217,11,8268,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w071_a000810.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w071_a000810
smooth_pursuit_user10_left_session_2_0_1_w081_a000910,smooth_pursuit,user10,left,session_2_0_1,11,910,1657851004993220,1657851004793220,1657851005193220,11,13707,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w081_a000910.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w081_a000910
smooth_pursuit_user10_left_session_2_0_1_w091_a001010,smooth_pursuit,user10,left,session_2_0_1,11,1010,1657851008993223,1657851008793223,1657851009193223,11,31261,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w091_a001010.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w091_a001010
smooth_pursuit_user10_left_session_2_0_1_w101_a001110,smooth_pursuit,user10,left,session_2_0_1,11,1110,1657851012993226,1657851012793226,1657851013193227,11,68057,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w101_a001110.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w101_a001110
smooth_pursuit_user10_left_session_2_0_1_w111_a001210,smooth_pursuit,user10,left,session_2_0_1,11,1210,1657851016993230,1657851016793230,1657851017193230,11,9626,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w111_a001210.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w111_a001210
smooth_pursuit_user10_left_session_2_0_1_w121_a001410,smooth_pursuit,user10,left,session_2_0_1,11,1410,1657851024993236,1657851024793236,1657851025193236,11,42070,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w121_a001410.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w121_a001410
smooth_pursuit_user10_left_session_2_0_1_w131_a001510,smooth_pursuit,user10,left,session_2_0_1,11,1510,1657851028993239,1657851028793239,1657851029193239,11,45443,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w131_a001510.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w131_a001510
smooth_pursuit_user10_left_session_2_0_1_w141_a001610,smooth_pursuit,user10,left,session_2_0_1,11,1610,1657851032993242,1657851032793242,1657851033193243,11,8073,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w141_a001610.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w141_a001610
smooth_pursuit_user10_left_session_2_0_1_w151_a001710,smooth_pursuit,user10,left,session_2_0_1,11,1710,1657851036993246,1657851036793246,1657851037193246,11,37105,True,True,True,../samples/event/smooth_pursuit_user10_left_session_2_0_1_w151_a001710.npz,../samples/label/smooth_pursuit_user10_left_session_2_0_1_w151_a001710
smooth_pursuit_user2_left_session_2_0_1_w002_a000026,smooth_pursuit,user2,left,session_2_0_1,11,26,1658496496867269,1658496496667269,1658496497067269,11,11216,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w002_a000026.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w002_a000026
smooth_pursuit_user2_left_session_2_0_1_w012_a000042,smooth_pursuit,user2,left,session_2_0_1,11,42,1658496497507270,1658496497307270,1658496497707270,11,9186,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w012_a000042.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w012_a000042
smooth_pursuit_user2_left_session_2_0_1_w022_a000110,smooth_pursuit,user2,left,session_2_0_1,11,110,1658496500227272,1658496500027272,1658496500427272,11,7858,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w022_a000110.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w022_a000110
smooth_pursuit_user2_left_session_2_0_1_w032_a000210,smooth_pursuit,user2,left,session_2_0_1,11,210,1658496504227275,1658496504027275,1658496504427275,11,8178,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w032_a000210.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w032_a000210
smooth_pursuit_user2_left_session_2_0_1_w042_a000310,smooth_pursuit,user2,left,session_2_0_1,11,310,1658496508227278,1658496508027278,1658496508427279,11,10413,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w042_a000310.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w042_a000310
smooth_pursuit_user2_left_session_2_0_1_w052_a000410,smooth_pursuit,user2,left,session_2_0_1,11,410,1658496512227282,1658496512027281,1658496512427282,11,23593,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w052_a000410.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w052_a000410
smooth_pursuit_user2_left_session_2_0_1_w062_a000510,smooth_pursuit,user2,left,session_2_0_1,11,510,1658496516227285,1658496516027285,1658496516427285,11,10426,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w062_a000510.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w062_a000510
smooth_pursuit_user2_left_session_2_0_1_w072_a000610,smooth_pursuit,user2,left,session_2_0_1,11,610,1658496520227288,1658496520027288,1658496520427288,11,36872,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w072_a000610.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w072_a000610
smooth_pursuit_user2_left_session_2_0_1_w082_a000710,smooth_pursuit,user2,left,session_2_0_1,11,710,1658496524227291,1658496524027291,1658496524427291,11,28604,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w082_a000710.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w082_a000710
smooth_pursuit_user2_left_session_2_0_1_w092_a000810,smooth_pursuit,user2,left,session_2_0_1,11,810,1658496528227294,1658496528027294,1658496528427295,11,8217,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w092_a000810.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w092_a000810
smooth_pursuit_user2_left_session_2_0_1_w102_a000910,smooth_pursuit,user2,left,session_2_0_1,11,910,1658496532227298,1658496532027297,1658496532427298,11,11593,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w102_a000910.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w102_a000910
smooth_pursuit_user2_left_session_2_0_1_w112_a001010,smooth_pursuit,user2,left,session_2_0_1,11,1010,1658496536227301,1658496536027301,1658496536427301,11,27688,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w112_a001010.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w112_a001010
smooth_pursuit_user2_left_session_2_0_1_w122_a001110,smooth_pursuit,user2,left,session_2_0_1,11,1110,1658496540227304,1658496540027304,1658496540427304,11,10095,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w122_a001110.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w122_a001110
smooth_pursuit_user2_left_session_2_0_1_w132_a001210,smooth_pursuit,user2,left,session_2_0_1,11,1210,1658496544227307,1658496544027307,1658496544427307,11,9608,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w132_a001210.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w132_a001210
smooth_pursuit_user2_left_session_2_0_1_w142_a001310,smooth_pursuit,user2,left,session_2_0_1,11,1310,1658496548227310,1658496548027310,1658496548427311,11,18452,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w142_a001310.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w142_a001310
smooth_pursuit_user2_left_session_2_0_1_w152_a001410,smooth_pursuit,user2,left,session_2_0_1,11,1410,1658496552227314,1658496552027313,1658496552427314,11,10592,True,True,True,../samples/event/smooth_pursuit_user2_left_session_2_0_1_w152_a001410.npz,../samples/label/smooth_pursuit_user2_left_session_2_0_1_w152_a001410
smooth_pursuit_user3_left_session_2_0_1_w003_a000010,smooth_pursuit,user3,left,session_2_0_1,11,10,1659072346369065,1659072346169065,1659072346569065,11,20746,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w003_a000010.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w003_a000010
smooth_pursuit_user3_left_session_2_0_1_w013_a000110,smooth_pursuit,user3,left,session_2_0_1,11,110,1659072350369068,1659072350169068,1659072350569068,11,9480,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w013_a000110.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w013_a000110
smooth_pursuit_user3_left_session_2_0_1_w023_a000210,smooth_pursuit,user3,left,session_2_0_1,11,210,1659072354369072,1659072354169071,1659072354569072,11,8329,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w023_a000210.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w023_a000210
smooth_pursuit_user3_left_session_2_0_1_w033_a000310,smooth_pursuit,user3,left,session_2_0_1,11,310,1659072358369075,1659072358169075,1659072358569075,11,8050,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w033_a000310.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w033_a000310
smooth_pursuit_user3_left_session_2_0_1_w043_a000410,smooth_pursuit,user3,left,session_2_0_1,11,410,1659072362369078,1659072362169078,1659072362569078,11,99306,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w043_a000410.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w043_a000410
smooth_pursuit_user3_left_session_2_0_1_w053_a000510,smooth_pursuit,user3,left,session_2_0_1,11,510,1659072366369081,1659072366169081,1659072366569081,11,62659,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w053_a000510.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w053_a000510
smooth_pursuit_user3_left_session_2_0_1_w063_a000610,smooth_pursuit,user3,left,session_2_0_1,11,610,1659072370369084,1659072370169084,1659072370569084,11,10192,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w063_a000610.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w063_a000610
smooth_pursuit_user3_left_session_2_0_1_w073_a000710,smooth_pursuit,user3,left,session_2_0_1,11,710,1659072374369088,1659072374169087,1659072374569088,11,51790,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w073_a000710.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w073_a000710
smooth_pursuit_user3_left_session_2_0_1_w083_a000910,smooth_pursuit,user3,left,session_2_0_1,11,910,1659072382369094,1659072382169094,1659072382569094,11,10321,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w083_a000910.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w083_a000910
smooth_pursuit_user3_left_session_2_0_1_w093_a001010,smooth_pursuit,user3,left,session_2_0_1,11,1010,1659072386369097,1659072386169097,1659072386569097,11,31525,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w093_a001010.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w093_a001010
smooth_pursuit_user3_left_session_2_0_1_w103_a001110,smooth_pursuit,user3,left,session_2_0_1,11,1110,1659072390369100,1659072390169100,1659072390569101,11,7894,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w103_a001110.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w103_a001110
smooth_pursuit_user3_left_session_2_0_1_w113_a001210,smooth_pursuit,user3,left,session_2_0_1,11,1210,1659072394369104,1659072394169103,1659072394569104,11,12556,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w113_a001210.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w113_a001210
smooth_pursuit_user3_left_session_2_0_1_w123_a001410,smooth_pursuit,user3,left,session_2_0_1,11,1410,1659072402369110,1659072402169110,1659072402569110,11,12514,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w123_a001410.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w123_a001410
smooth_pursuit_user3_left_session_2_0_1_w133_a001510,smooth_pursuit,user3,left,session_2_0_1,11,1510,1659072406369113,1659072406169113,1659072406569113,11,75764,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w133_a001510.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w133_a001510
smooth_pursuit_user3_left_session_2_0_1_w143_a001610,smooth_pursuit,user3,left,session_2_0_1,11,1610,1659072410369116,1659072410169116,1659072410569117,11,9477,True,True,True,../samples/event/smooth_pursuit_user3_left_session_2_0_1_w143_a001610.npz,../samples/label/smooth_pursuit_user3_left_session_2_0_1_w143_a001610
